Order,PID,1st Flr SF,1st Flr SF (box-cox-0),2nd Flr SF,3Ssn Porch,Bedroom AbvGr,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Electrical,Enclosed Porch,Fence,Fireplace Qu,Fireplaces,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Gr Liv Area,Gr Liv Area (box-cox-0),Half Bath,Kitchen AbvGr,Kitchen Qual,Land Slope,Lot Area,Lot Area (box-cox-0.1),Lot Shape,Low Qual Fin SF,Mas Vnr Area,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Screen Porch,TotRms AbvGrd,Total Bath,Total Bsmt SF,Total Porch SF,Total SF,Total SF (box-cox-0.2),Utilities,Wood Deck SF,abnormal_sale,air_cond,build_type_1Fam,build_type_2Fam,build_type_Twnhs,found_BrkTil,found_CBlock,found_PConc,has 2nd Flr,has Bsmt,has Fireplace,has Garage,has Pool,has Porch,major_street,new_home,nhood_Blmngtn,nhood_Blueste,nhood_BrDale,nhood_BrkSide,nhood_ClearCr,nhood_CollgCr,nhood_Crawfor,nhood_Edwards,nhood_Gilbert,nhood_Greens,nhood_GrnHill,nhood_IDOTRR,nhood_Landmrk,nhood_MeadowV,nhood_Mitchel,nhood_NPkVill,nhood_NWAmes,nhood_Names,nhood_NoRidge,nhood_NridgHt,nhood_OldTown,nhood_SWISU,nhood_Sawyer,nhood_SawyerW,nhood_Somerst,nhood_StoneBr,nhood_Timber,nhood_Veenker,park,partial_sale,railway,recently_built,recently_remodeled,remodeled,years_since_built,years_since_remodeled,SalePrice,SalePrice (box-cox-0)
1836,533206060,1151.0,7.048386408721883,0.0,0.0,2,TA,No,1,0,Gd,1081.0,60.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,484.0,2,TA,Fin,TA,1151.0,7.048386408721883,0,1,Gd,Gtl,3523.0,12.63034966296638,IR1,0.0,30.0,0.0,2,60.0,5,8,Y,0.0,NA,0.0,5,3.0,1141.0,60.0,2292.0,18.497027598994602,AllPub,0.0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,166000.0,12.01974306733868
1837,533206070,1565.0,7.355641102974253,0.0,0.0,2,TA,No,1,0,Gd,1451.0,60.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,476.0,2,TA,Fin,TA,1565.0,7.355641102974253,0,1,Gd,Gtl,3784.0,12.792665281194843,IR1,0.0,36.0,0.0,2,120.0,5,8,Y,0.0,NA,0.0,5,3.0,1511.0,120.0,3076.0,19.92110359766371,AllPub,0.0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,193800.0,12.174581978438804
1838,533208010,1352.0,7.20934025660291,0.0,0.0,2,Gd,No,0,0,Ex,1352.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,466.0,2,TA,RFn,TA,1352.0,7.20934025660291,0,1,Gd,Gtl,4230.0,13.048042003078798,Reg,0.0,0.0,0.0,4,241.0,5,7,Y,0.0,NA,0.0,5,2.0,1352.0,241.0,2704.0,19.286858458122254,AllPub,0.0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,208900.0,12.249610947544657
1839,533208020,1352.0,7.20934025660291,0.0,0.0,2,Gd,No,1,0,Ex,415.0,937.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,466.0,2,TA,RFn,TA,1352.0,7.20934025660291,0,1,Gd,Gtl,3606.0,12.683108609325012,Reg,0.0,0.0,0.0,8,241.0,5,7,Y,0.0,NA,0.0,5,3.0,1352.0,241.0,2704.0,19.286858458122254,AllPub,0.0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,194000.0,12.175613438045465
1842,533208070,625.0,6.437751649736401,625.0,0.0,2,TA,No,0,0,Gd,625.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,528.0,2,TA,RFn,TA,1250.0,7.1308988302963465,1,1,Gd,Gtl,4251.0,13.05945881095722,IR1,0.0,0.0,0.0,6,54.0,5,7,Y,0.0,NA,0.0,5,2.5,625.0,54.0,1875.0,17.572011286185855,AllPub,0.0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,164700.0,12.011880916165731
1843,533213130,757.0,6.6293632534374485,744.0,0.0,3,TA,No,1,0,Gd,179.0,565.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,440.0,2,TA,Unf,TA,1501.0,7.313886831633462,1,1,TA,Gtl,2280.0,11.666735652606105,Reg,0.0,342.0,0.0,9,0.0,5,6,Y,0.0,NA,0.0,6,3.5,744.0,0.0,2245.0,18.39986077288794,AllPub,0.0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,8,8,176500.0,12.081076155355488
1844,533213140,729.0,6.591673732008658,729.0,0.0,2,TA,No,0,0,Gd,310.0,419.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Fa,1,2,Typ,440.0,2,TA,Unf,TA,1458.0,7.284820912568604,1,1,TA,Gtl,3230.0,12.434699265053254,Reg,0.0,1129.0,0.0,6,32.0,5,6,Y,0.0,NA,0.0,5,2.5,729.0,32.0,2187.0,18.277683608730396,AllPub,0.0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,8,8,176000.0,12.078239274020289
1845,533221030,756.0,6.628041376179533,756.0,0.0,2,TA,No,0,0,Gd,336.0,420.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,440.0,2,TA,Unf,TA,1512.0,7.321188556739478,1,1,Gd,Gtl,2117.0,11.506616244746523,Reg,0.0,513.0,0.0,6,32.0,5,6,Y,0.0,NA,0.0,4,2.5,756.0,32.0,2268.0,18.447611751113964,AllPub,0.0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,7,168500.0,12.034691028774553
1846,533221060,769.0,6.645090969505644,804.0,0.0,3,TA,No,0,0,Gd,339.0,417.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,440.0,2,TA,Unf,TA,1573.0,7.360739903058278,1,1,Gd,Gtl,2117.0,11.506616244746523,Reg,0.0,216.0,0.0,9,32.0,5,6,Y,0.0,NA,0.0,4,2.5,756.0,32.0,2329.0,18.572405428575493,AllPub,0.0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,7,177000.0,12.083905011555967
1847,533221100,769.0,6.645090969505644,756.0,0.0,3,TA,No,0,0,Gd,320.0,436.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,440.0,2,TA,Unf,TA,1525.0,7.329749689041512,1,1,Gd,Gtl,2117.0,11.506616244746523,Reg,0.0,456.0,0.0,6,0.0,5,6,Y,0.0,NA,0.0,5,2.5,756.0,0.0,2281.0,18.474430310839082,AllPub,0.0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,7,177000.0,12.083905011555967
1848,533223050,551.0,6.311734809152915,551.0,0.0,2,TA,No,0,0,Gd,312.0,239.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,480.0,2,TA,Unf,TA,1102.0,7.004881989712859,1,1,Gd,Gtl,5105.0,13.485487238367275,IR2,0.0,0.0,0.0,3,60.0,5,7,Y,0.0,NA,0.0,4,2.5,551.0,60.0,1653.0,17.010229707681834,AllPub,0.0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,3,148800.0,11.910358401381128
1849,533236040,764.0,6.638567789166521,677.0,0.0,2,TA,No,0,0,Gd,776.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,492.0,2,TA,Unf,TA,1441.0,7.273092595999522,1,1,Gd,Gtl,2645.0,11.990877921141427,Reg,0.0,456.0,0.0,11,0.0,5,8,Y,0.0,NA,0.0,5,2.5,776.0,206.0,2217.0,18.34119801457084,AllPub,206.0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,8,7,174000.0,12.066810578196666
1850,533241030,975.0,6.882437470997847,975.0,0.0,3,TA,No,0,0,Gd,326.0,649.0,0.0,BLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,576.0,2,TA,RFn,TA,1950.0,7.575584651557793,1,1,Gd,Gtl,7399.0,14.373466607299243,IR1,0.0,1600.0,0.0,6,10.0,5,7,Y,0.0,NA,198.0,7,2.5,975.0,208.0,2925.0,19.671478611797063,AllPub,0.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,10,9,239000.0,12.384218830913648
1851,533242080,1358.0,7.213768308118642,0.0,0.0,3,TA,No,0,0,Gd,1339.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,625.0,2,TA,Unf,TA,1358.0,7.213768308118642,0,1,Gd,Gtl,7321.0,14.347649472329795,IR1,0.0,0.0,0.0,12,174.0,5,7,Y,0.0,NA,0.0,5,2.0,1339.0,350.0,2697.0,19.274270859975754,AllPub,176.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,8,7,204000.0,12.225875272826354
1852,533242090,1072.0,6.977281341630747,976.0,0.0,3,TA,No,1,0,Ex,90.0,964.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,2,2,Typ,552.0,2,TA,Unf,TA,2048.0,7.6246189861593985,1,1,Gd,Gtl,8010.0,14.567629366551564,IR1,0.0,0.0,0.0,8,48.0,5,8,Y,0.0,NA,180.0,8,3.5,1054.0,228.0,3102.0,19.963091179895372,AllPub,0.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,3,301000.0,12.614865543731012
1853,533244040,1220.0,7.106606137727303,1142.0,0.0,3,TA,Mn,1,0,Ex,319.0,901.0,0.0,GLQ,Unf,SBrkr,36.0,NA,TA,2,2,Typ,1105.0,2,TA,RFn,Gd,2362.0,7.767263996757308,1,1,Gd,Gtl,8413.0,14.688521863627603,IR1,0.0,0.0,0.0,6,0.0,5,8,Y,0.0,NA,144.0,8,3.5,1220.0,327.0,3582.0,20.69183478973571,AllPub,147.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,9,9,312500.0,12.652359748158593
1854,533250190,1494.0,7.309212365692763,0.0,0.0,1,TA,Gd,1,0,Gd,0.0,457.0,1037.0,LwQ,ALQ,SBrkr,0.0,NA,Gd,1,1,Typ,478.0,2,TA,Fin,TA,1494.0,7.309212365692763,1,1,Gd,Gtl,9466.0,14.981392907227406,IR2,0.0,0.0,0.0,5,30.0,5,8,Y,0.0,NA,217.0,5,2.5,1494.0,247.0,2988.0,19.77685178908618,AllPub,0.0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13,12,279700.0,12.541472879190051
1855,533251110,2362.0,7.767263996757308,0.0,0.0,3,TA,No,1,0,Gd,270.0,1732.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,546.0,2,TA,RFn,Gd,2362.0,7.767263996757308,1,1,Gd,Gtl,12000.0,15.581035748015312,Reg,0.0,600.0,0.0,3,16.0,6,7,Y,0.0,NA,0.0,8,3.5,2002.0,196.0,4364.0,21.726799318884343,AllPub,180.0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,27,255000.0,12.449018824140563
1856,533251130,1432.0,7.266827347520591,0.0,0.0,2,TA,Gd,1,0,Gd,289.0,680.0,391.0,ALQ,Rec,SBrkr,0.0,NA,TA,1,1,Typ,588.0,2,TA,Unf,TA,1432.0,7.266827347520591,1,1,Gd,Gtl,16157.0,16.35336471809799,IR1,0.0,0.0,0.0,6,180.0,7,5,Y,0.0,NA,0.0,5,2.5,1360.0,348.0,2792.0,19.442920043397596,AllPub,168.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,29,194000.0,12.175613438045465
1857,533252130,1437.0,7.270312886079025,0.0,0.0,3,TA,Gd,1,0,Gd,280.0,1157.0,0.0,ALQ,Unf,SBrkr,0.0,NA,Fa,1,2,Typ,528.0,2,TA,RFn,TA,1437.0,7.270312886079025,0,1,Gd,Gtl,10768.0,15.305417371875855,IR1,0.0,0.0,0.0,7,21.0,8,5,Y,0.0,NA,180.0,6,3.0,1437.0,201.0,2874.0,19.584838351648557,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,3,218000.0,12.292250341771226
1858,533253180,1295.0,7.166265974133638,0.0,0.0,1,TA,Gd,1,0,Gd,0.0,881.0,176.0,GLQ,LwQ,SBrkr,0.0,NA,TA,2,1,Typ,571.0,2,TA,Fin,TA,1295.0,7.166265974133638,0,1,Gd,Gtl,3840.0,12.826173944388279,IR1,0.0,0.0,0.0,7,89.0,6,8,Y,0.0,NA,0.0,4,2.0,1057.0,222.0,2352.0,18.618780376616872,AllPub,133.0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29,9,213750.0,12.272562386799006
1859,533254100,1094.0,6.9975959829819265,761.0,0.0,3,TA,No,0,0,TA,528.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,TA,1,2,Typ,512.0,2,TA,RFn,TA,1855.0,7.5256399750415355,1,1,TA,Gtl,9600.0,15.016533111252238,Reg,0.0,360.0,0.0,8,100.0,7,6,Y,0.0,NA,0.0,7,2.5,528.0,213.0,2383.0,18.680715095601997,AllPub,113.0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,31,13,187000.0,12.138863895836725
1860,533254130,1262.0,7.140453043101158,0.0,0.0,3,TA,Gd,0,1,Gd,284.0,978.0,0.0,ALQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,460.0,2,TA,RFn,TA,1262.0,7.140453043101158,0,1,TA,Gtl,9600.0,15.016533111252238,Reg,0.0,0.0,0.0,5,0.0,8,6,Y,0.0,NA,0.0,6,2.5,1262.0,298.0,2524.0,18.95454214841776,AllPub,298.0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,31,181500.0,12.109010932687042
1861,533350020,2497.0,7.822845290279774,0.0,0.0,2,TA,Gd,1,0,Gd,0.0,1632.0,829.0,ALQ,Rec,SBrkr,0.0,NA,Gd,2,2,Typ,676.0,2,TA,RFn,TA,2497.0,7.822845290279774,0,1,Gd,Gtl,17778.0,16.606533200557568,IR1,0.0,0.0,0.0,3,0.0,5,8,Y,0.0,NA,0.0,7,3.0,2461.0,266.0,4958.0,22.4177182250009,AllPub,266.0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,26,373000.0,12.829333698625952
1862,533352075,1361.0,7.215975002651466,1259.0,0.0,4,TA,No,0,0,Gd,652.0,498.0,211.0,GLQ,Rec,SBrkr,145.0,NA,TA,1,2,Typ,600.0,2,TA,RFn,TA,2620.0,7.8709295967551425,2,2,TA,Gtl,18890.0,16.76844822853593,IR1,0.0,1.0,8300.0,8,24.0,5,5,N,0.0,NA,0.0,12,3.0,1361.0,324.0,3981.0,21.240278485502923,AllPub,155.0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30,30,190000.0,12.154779351142624
1863,534104090,1057.0,6.963189985870238,872.0,0.0,3,TA,No,1,0,Gd,319.0,738.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,650.0,2,TA,Fin,TA,1929.0,7.564757012905729,1,1,Gd,Gtl,7050.0,14.255984794275317,Reg,0.0,0.0,0.0,5,235.0,5,7,Y,0.0,NA,0.0,7,3.5,1057.0,235.0,2986.0,19.773534053055428,AllPub,0.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6,6,226000.0,12.328290278254423
1864,534125120,1152.0,7.049254841255837,0.0,0.0,3,TA,No,1,0,TA,912.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,1,Typ,412.0,2,TA,RFn,TA,1152.0,7.049254841255837,1,1,TA,Gtl,11700.0,15.516352089877774,Reg,0.0,41.0,0.0,9,126.0,6,6,Y,0.0,NA,0.0,7,2.5,912.0,126.0,2064.0,18.009752268934324,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,39,143450.0,11.87374182140951
1865,534127080,1403.0,7.246368080102461,1008.0,0.0,4,TA,No,1,0,TA,93.0,915.0,0.0,Rec,Unf,SBrkr,0.0,NA,Po,1,2,Typ,570.0,2,TA,RFn,TA,2411.0,7.787796878181171,1,1,TA,Gtl,8000.0,14.56456052231581,Reg,0.0,525.0,0.0,6,192.0,6,6,Y,0.0,NA,0.0,8,3.5,1008.0,192.0,3419.0,20.45363572512086,AllPub,0.0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,37,240050.0,12.388602513959086
1866,534127140,1082.0,6.9865664594064265,0.0,0.0,3,TA,Av,1,0,Gd,0.0,973.0,0.0,BLQ,Unf,SBrkr,0.0,NA,NA,0,1,Typ,480.0,2,TA,Unf,TA,1082.0,6.9865664594064265,0,1,TA,Gtl,8723.0,14.778019320499917,IR1,0.0,0.0,0.0,1,0.0,6,6,Y,0.0,NA,0.0,6,2.0,973.0,160.0,2055.0,17.98965053270245,AllPub,160.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,38,162500.0,11.998433280751929
1867,534127260,1295.0,7.166265974133638,0.0,0.0,3,TA,No,1,0,Gd,385.0,910.0,0.0,ALQ,Unf,SBrkr,0.0,NA,NA,0,1,Typ,528.0,2,TA,Fin,TA,1295.0,7.166265974133638,1,1,TA,Gtl,11700.0,15.516352089877774,Reg,0.0,196.0,0.0,4,194.0,5,6,Y,0.0,NA,200.0,6,2.5,1295.0,394.0,2590.0,19.0785293091205,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,164000.0,12.007621706806335
1868,534128090,1610.0,7.383989457978509,0.0,0.0,3,TA,No,0,0,TA,778.0,346.0,0.0,BLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,515.0,2,TA,RFn,TA,1610.0,7.383989457978509,0,1,Gd,Gtl,11358.0,15.440766176972781,IR1,0.0,0.0,0.0,5,0.0,7,7,Y,0.0,NA,256.0,8,2.0,1124.0,458.0,2734.0,19.34051183497017,AllPub,202.0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,20,185000.0,12.128111104060462
1869,534151090,1594.0,7.374001859350161,0.0,0.0,2,TA,No,0,0,Gd,1594.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,TA,1,2,Typ,472.0,2,TA,RFn,TA,1594.0,7.374001859350161,0,1,Gd,Gtl,9547.0,15.002687467580497,Reg,0.0,112.0,0.0,7,80.0,6,7,Y,0.0,NA,0.0,6,2.0,1594.0,270.0,3188.0,20.099996844387622,AllPub,190.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,188500.0,12.146853285870202
1870,534151180,1091.0,6.994849985833071,984.0,0.0,3,TA,No,1,0,Gd,329.0,819.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,473.0,2,TA,Unf,TA,2075.0,7.637716432664798,1,1,Gd,Gtl,10530.0,15.248921792104442,Reg,0.0,194.0,0.0,8,86.0,6,7,Y,0.0,NA,0.0,8,3.5,1148.0,321.0,3223.0,20.15486931643947,AllPub,235.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,255000.0,12.449018824140563
1871,534175010,1680.0,7.426549072397305,0.0,0.0,4,TA,No,0,0,TA,1680.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,528.0,2,TA,Unf,TA,1680.0,7.426549072397305,0,2,TA,Gtl,11500.0,15.472395195215979,IR1,0.0,164.0,0.0,6,0.0,6,5,Y,0.0,NA,0.0,8,2.0,1680.0,0.0,3360.0,20.36517481635736,AllPub,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,31,136905.0,11.827042533619087
1872,534176140,1093.0,6.996681488176539,0.0,0.0,3,TA,No,1,0,TA,301.0,792.0,0.0,ALQ,Unf,SBrkr,0.0,MnPrv,Fa,1,2,Typ,484.0,2,TA,RFn,TA,1093.0,6.996681488176539,0,1,TA,Gtl,10738.0,15.29835834534198,IR1,0.0,0.0,400.0,11,0.0,7,6,Y,0.0,NA,0.0,6,3.0,1093.0,224.0,2186.0,18.275554487354906,AllPub,224.0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,158500.0,11.973509872299472
1873,534177210,1242.0,7.124478262493424,0.0,0.0,3,TA,No,0,0,TA,326.0,916.0,0.0,ALQ,Unf,SBrkr,0.0,NA,TA,1,1,Typ,528.0,2,TA,Unf,TA,1242.0,7.124478262493424,1,1,TA,Gtl,9600.0,15.016533111252238,Reg,0.0,320.0,0.0,9,0.0,6,7,Y,0.0,NA,0.0,6,1.5,1242.0,0.0,2484.0,18.87813056816401,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,175500.0,12.075394321888057
1874,534178010,1052.0,6.9584483932976555,0.0,0.0,3,TA,No,1,0,TA,171.0,617.0,264.0,BLQ,Rec,SBrkr,0.0,NA,NA,0,1,Typ,311.0,1,TA,Fin,TA,1052.0,6.9584483932976555,0,1,TA,Gtl,10800.0,15.312927517522764,Reg,0.0,203.0,0.0,2,133.0,5,6,Y,0.0,NA,0.0,6,2.0,1052.0,133.0,2104.0,18.098253929552705,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,127000.0,11.751942365440728
1875,534201040,1107.0,7.009408932708637,0.0,0.0,3,TA,No,1,0,TA,437.0,474.0,38.0,ALQ,BLQ,SBrkr,0.0,NA,NA,0,1,Typ,308.0,1,TA,RFn,TA,1107.0,7.009408932708637,0,1,Gd,Gtl,8050.0,14.57987036290039,Reg,0.0,0.0,0.0,3,64.0,6,5,Y,0.0,NA,0.0,5,2.0,949.0,152.0,2056.0,17.991887532893948,AllPub,88.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,14,127000.0,11.751942365440728
