Order,PID,1st Flr SF,1st Flr SF (box-cox-0),2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Gr Liv Area (box-cox-0),Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Area (box-cox-0.1),Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bath,Total Bsmt SF,Total Porch SF,Total SF,Total SF (box-cox-0.2),Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice,SalePrice (box-cox-0)
1621,527126030,1652.0,7.409741954080923,0.0,0.0,NA,2,TwnhsE,TA,Av,1,0,Gd,298.0,1196.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,CemntBd,CemntBd,NA,NA,0,PConc,2,Typ,499.0,2,TA,RFn,TA,Attchd,1652.0,7.409741954080923,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,5330.0,13.587000752620998,Inside,Reg,0.0,120,RL,0.0,None,NA,0.0,8,StoneBr,48.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,3.0,1494.0,144.0,3146.0,20.033510045653042,AllPub,96.0,2000,2000,2007,251000.0,12.43320821811392
1622,527158090,924.0,6.828712071641684,770.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,206.0,186.0,0.0,LwQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,PConc,2,Typ,398.0,2,TA,Fin,TA,BuiltIn,1694.0,7.434847875211999,1,GasA,Gd,SLvl,1,TA,Lvl,Gtl,10147.0,15.155547038619058,CulDSac,IR1,0.0,080,RL,32.0,BrkFace,NA,0.0,3,Gilbert,64.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.5,392.0,320.0,2086.0,18.058596258431958,AllPub,256.0,1994,1994,2007,160000.0,11.982929094215963
1623,527161090,947.0,6.853299093186078,767.0,0.0,NA,3,1Fam,TA,No,1,0,Gd,52.0,871.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,451.0,2,TA,Fin,TA,Attchd,1714.0,7.446585099157725,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,8637.0,14.753481627067941,Inside,IR1,0.0,060,RL,0.0,None,NA,0.0,4,Gilbert,48.0,5,6,Y,0.0,NA,CompShg,Gable,Abnorml,WD,0.0,Pave,7,3.5,923.0,304.0,2637.0,19.16529105486511,AllPub,256.0,1999,2000,2007,180000.0,12.100712129872347
1624,527162080,691.0,6.53813982376767,862.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,277.0,414.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,NA,0,PConc,2,Typ,420.0,2,TA,Fin,TA,Attchd,1553.0,7.347943823148687,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,7875.0,14.525905820919508,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,8,Gilbert,44.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.5,691.0,44.0,2244.0,18.397775781250722,AllPub,0.0,1996,1996,2007,178750.0,12.093743460556254
1625,527162090,1253.0,7.133295954896068,0.0,0.0,NA,3,1Fam,Gd,No,0,0,Gd,1237.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,TA,1,PConc,2,Typ,402.0,2,TA,Fin,TA,Attchd,1253.0,7.133295954896068,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,7875.0,14.525905820919508,Inside,Reg,0.0,020,RL,38.0,BrkFace,NA,0.0,6,Gilbert,21.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,1237.0,241.0,2490.0,18.88965476782098,AllPub,220.0,1995,1996,2007,176000.0,12.078239274020289
1626,527162140,957.0,6.863803391452954,1342.0,0.0,NA,5,1Fam,TA,No,0,0,Gd,938.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,TA,1,PConc,3,Typ,482.0,2,TA,Fin,TA,Attchd,2299.0,7.740229524763182,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,7500.0,14.406534966757283,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,8,Gilbert,30.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,3.5,938.0,218.0,3237.0,20.176684883555122,AllPub,188.0,1999,2003,2007,204000.0,12.225875272826354
1627,527163080,1187.0,7.079184394609668,0.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,1168.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,PConc,2,Typ,420.0,2,TA,RFn,TA,Attchd,1187.0,7.079184394609668,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,9556.0,15.005043482926363,Corner,IR1,0.0,020,RL,52.0,BrkFace,NA,0.0,8,Gilbert,21.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,1168.0,21.0,2355.0,18.62480250396189,AllPub,0.0,1992,1993,2007,160000.0,11.982929094215963
1628,527165020,802.0,6.687108607866515,670.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,384.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,TA,1,PConc,2,Typ,402.0,2,TA,RFn,TA,Attchd,1472.0,7.294377299288821,1,GasA,Gd,SLvl,1,Gd,Lvl,Gtl,10784.0,15.309174951796374,FR2,IR1,0.0,080,RL,76.0,BrkFace,NA,0.0,5,Gilbert,0.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.5,384.0,164.0,1856.0,17.526078784323257,AllPub,164.0,1991,1992,2007,160000.0,11.982929094215963
1629,527165100,812.0,6.699500340161678,670.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,384.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,TA,1,PConc,2,Typ,392.0,2,TA,Fin,TA,Attchd,1482.0,7.301147805856032,1,GasA,Gd,SLvl,1,Gd,Lvl,Gtl,9125.0,14.889907769270682,Inside,IR1,0.0,080,RL,170.0,BrkFace,NA,0.0,7,Gilbert,25.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.5,384.0,125.0,1866.0,17.550300430394216,AllPub,100.0,1992,1992,2007,163900.0,12.00701176473192
1630,527165170,910.0,6.813444599510896,732.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,903.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,TA,1,PConc,2,Typ,392.0,2,TA,RFn,TA,Attchd,1642.0,7.403670290012373,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,7655.0,14.45651209479589,CulDSac,IR1,0.0,060,RL,0.0,None,NA,0.0,7,Gilbert,84.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.5,903.0,374.0,2545.0,18.994271113055767,AllPub,290.0,1993,1994,2007,168000.0,12.031719258385396
1631,527175130,1128.0,7.028201432058005,0.0,0.0,NA,3,1Fam,TA,Av,1,0,TA,752.0,550.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,246.0,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,CBlock,1,Typ,480.0,2,TA,Unf,TA,Attchd,1128.0,7.028201432058005,0,GasA,Fa,1Story,1,TA,Lvl,Gtl,18160.0,16.663157889629243,Inside,Reg,0.0,020,RL,138.0,BrkCmn,NA,0.0,3,Gilbert,108.0,6,6,P,0.0,NA,CompShg,Gable,Alloca,WD,0.0,Grvl,6,2.0,1302.0,354.0,2430.0,18.7733978869167,AllPub,0.0,1964,1964,2007,154204.0,11.946031680112146
1632,527182040,1088.0,6.992096427415888,0.0,0.0,NA,2,TwnhsE,TA,No,0,0,Gd,1074.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,137.0,TA,Gd,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,461.0,2,TA,RFn,TA,Attchd,1088.0,6.992096427415888,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3696.0,12.7390960563002,Inside,Reg,0.0,120,RL,0.0,None,NA,0.0,10,StoneBr,74.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1.5,1074.0,211.0,2162.0,18.22422028885037,AllPub,0.0,1986,1986,2007,170000.0,12.043553716032399
1633,527182170,1190.0,7.081708586105575,900.0,0.0,NA,3,TwnhsE,TA,Mn,1,0,Gd,180.0,828.0,182.0,GLQ,LwQ,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,TA,1,CBlock,2,Min1,577.0,2,TA,Fin,TA,Attchd,2090.0,7.644919344958857,0,GasA,Gd,2Story,1,Gd,Lvl,Gtl,5062.0,13.46562975879265,CulDSac,IR1,0.0,160,RL,0.0,None,NA,0.0,9,StoneBr,0.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,3.0,1190.0,219.0,3280.0,20.243221209059946,AllPub,219.0,1984,1984,2007,207500.0,12.24288661865289
1634,527184020,1179.0,7.072421900537371,0.0,0.0,NA,2,TwnhsE,TA,Gd,1,0,Gd,918.0,248.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,CemntBd,CemntBd,NA,NA,0,CBlock,2,Typ,480.0,2,TA,RFn,TA,Attchd,1179.0,7.072421900537371,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,4740.0,13.311908733934311,Inside,IR1,0.0,120,RL,0.0,None,NA,0.0,10,StoneBr,108.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,135.0,Pave,5,3.0,1166.0,243.0,2345.0,18.604704812160247,AllPub,0.0,1988,1988,2007,182000.0,12.111761966058932
1635,527184110,1321.0,7.186144304522325,0.0,0.0,NA,1,TwnhsE,TA,Gd,1,0,Gd,386.0,926.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,140.0,TA,Gd,CemntBd,CemntBd,NA,TA,1,PConc,1,Typ,484.0,2,TA,RFn,TA,Attchd,1321.0,7.186144304522325,0,GasA,Gd,1Story,1,Gd,HLS,Gtl,5118.0,13.49146102936181,Inside,IR1,0.0,120,RL,0.0,None,NA,0.0,8,StoneBr,64.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.0,1312.0,204.0,2633.0,19.157955456319424,AllPub,0.0,1990,1990,2007,212000.0,12.26434155365415
1636,527210060,1922.0,7.561121589530238,0.0,0.0,NA,3,1Fam,TA,Gd,1,0,Ex,673.0,1249.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,676.0,3,TA,Fin,TA,Attchd,1922.0,7.561121589530238,0,GasA,Ex,1Story,1,Gd,HLS,Gtl,14157.0,16.007411134359987,Corner,IR1,0.0,020,RL,200.0,Stone,NA,0.0,7,StoneBr,51.0,5,9,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,8,3.0,1922.0,229.0,3844.0,21.057136026712442,AllPub,178.0,2005,2006,2007,377426.0,12.841129801965447
1637,527212060,1164.0,7.059617628291383,1377.0,0.0,NA,4,1Fam,TA,Mn,1,0,Ex,163.0,986.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,3,Typ,729.0,3,TA,Fin,TA,BuiltIn,2541.0,7.840312983320164,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,12328.0,15.650111810575472,Inside,IR1,0.0,060,RL,146.0,Stone,NA,0.0,7,StoneBr,32.0,5,8,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,10,4.5,1149.0,152.0,3690.0,20.844925080441996,AllPub,120.0,2005,2005,2007,349265.0,12.763586225373727
1638,527216080,2338.0,7.757051142032013,0.0,0.0,NA,4,1Fam,TA,Av,1,0,Ex,1559.0,1101.0,0.0,GLQ,Unf,Y,PosN,Norm,SBrkr,0.0,TA,Ex,VinylSd,VinylSd,NA,Gd,2,PConc,2,Typ,1110.0,3,TA,Fin,Gd,Attchd,2338.0,7.757051142032013,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,51974.0,19.619560780319446,CulDSac,IR1,0.0,020,RL,710.0,BrkFace,NA,0.0,6,StoneBr,135.0,5,9,Y,0.0,NA,CompShg,Hip,Partial,New,322.0,Pave,8,3.5,2660.0,457.0,4998.0,22.461816109942564,AllPub,0.0,2006,2007,2007,591587.0,13.290564035270378
1639,527226040,1424.0,7.261225091971921,0.0,0.0,NA,3,2FmCon,TA,Gd,1,0,Gd,53.0,1047.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Mod,828.0,3,TA,Unf,TA,2Types,1424.0,7.261225091971921,1,GasW,TA,1Story,1,TA,Lvl,Gtl,41600.0,18.967387772298302,FR2,IR1,0.0,190,RL,0.0,None,NA,0.0,11,Gilbert,0.0,5,5,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.5,1100.0,144.0,2524.0,18.95454214841776,AllPub,144.0,1969,1990,2007,155000.0,11.951180395901384
1640,527252050,1612.0,7.385230923066573,0.0,0.0,NA,2,TwnhsE,TA,Gd,1,0,Ex,815.0,797.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,NA,Gd,1,PConc,2,Typ,556.0,2,TA,Fin,TA,Attchd,1612.0,7.385230923066573,0,GasA,Ex,1Story,1,Ex,HLS,Gtl,8035.0,14.575286417837843,Inside,IR1,0.0,120,RL,165.0,BrkFace,NA,0.0,3,StoneBr,164.0,5,9,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,3.0,1612.0,164.0,3224.0,20.156430082680714,AllPub,0.0,2006,2006,2007,319900.0,12.675763725937609
1641,527252070,1419.0,7.257707677160043,0.0,0.0,NA,2,1Fam,TA,Av,1,0,Gd,474.0,945.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,NA,Gd,1,PConc,2,Typ,567.0,2,TA,RFn,TA,Attchd,1419.0,7.257707677160043,0,GasA,Ex,1Story,1,Gd,HLS,Gtl,8089.0,14.591752740969222,Inside,Reg,0.0,020,RL,0.0,BrkFace,NA,0.0,10,StoneBr,0.0,6,8,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,7,3.0,1419.0,140.0,2838.0,19.522937007638806,AllPub,140.0,2007,2007,2007,392000.0,12.8790171187726
1642,527256030,2234.0,7.711548979629146,0.0,0.0,NA,1,1Fam,Gd,Gd,1,0,Ex,662.0,1558.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,1,Typ,724.0,2,TA,RFn,TA,Attchd,2234.0,7.711548979629146,1,GasA,Ex,1Story,1,Gd,HLS,Gtl,14082.0,15.993600146277837,Inside,IR1,0.0,020,RL,945.0,BrkFace,NA,0.0,1,StoneBr,80.0,5,8,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,7,2.5,2220.0,470.0,4454.0,21.836139877564722,AllPub,390.0,2006,2006,2007,441929.0,12.998904514672732
1643,527256040,2042.0,7.621684998724611,0.0,0.0,NA,3,1Fam,TA,Gd,1,0,Ex,590.0,1152.0,0.0,GLQ,Unf,Y,PosA,PosA,SBrkr,0.0,TA,Ex,CemntBd,CemntBd,NA,Gd,1,PConc,2,Typ,724.0,3,TA,Fin,TA,Attchd,2042.0,7.621684998724611,0,GasA,Ex,1Story,1,Ex,HLS,Gtl,13870.0,15.954199950643018,Inside,IR1,0.0,020,RL,250.0,BrkFace,NA,0.0,10,StoneBr,52.0,5,10,Y,0.0,NA,CompShg,Hip,Partial,New,174.0,Pave,8,3.0,1742.0,466.0,3784.0,20.975279531029244,AllPub,240.0,2006,2007,2007,455000.0,13.028052697933088
1644,527301080,1440.0,7.272398392570047,0.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,762.0,678.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,99.0,Gd,Gd,MetalSd,MetalSd,NA,TA,1,CBlock,2,Typ,467.0,2,TA,Fin,TA,Attchd,1440.0,7.272398392570047,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12546.0,15.695112786279362,Corner,IR1,0.0,020,RL,310.0,BrkFace,NA,0.0,4,NWAmes,0.0,7,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.0,1440.0,99.0,2880.0,19.595094858493635,AllPub,0.0,1981,1981,2007,182900.0,12.116694834378958
1645,527301280,1284.0,7.157735484249907,0.0,0.0,NA,3,1Fam,TA,No,1,0,Gd,1028.0,256.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,192.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,2,Typ,480.0,2,TA,Unf,TA,Attchd,1284.0,7.157735484249907,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10960.0,15.3501804674712,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,4,NWAmes,0.0,5,6,Y,0.0,NA,CompShg,Hip,Abnorml,COD,0.0,Pave,5,3.0,1284.0,192.0,2568.0,19.037484002596514,AllPub,0.0,1984,1984,2007,174000.0,12.066810578196666
1646,527302020,1140.0,7.038783541388542,728.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,585.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,TA,1,CBlock,3,Typ,477.0,2,TA,Fin,TA,BuiltIn,1868.0,7.532623618788788,1,GasA,Ex,SLvl,1,TA,Lvl,Gtl,12090.0,15.600157078738874,Inside,Reg,0.0,080,RL,74.0,BrkFace,NA,0.0,1,NWAmes,112.0,7,6,Y,0.0,NA,CompShg,Hip,Abnorml,WD,147.0,Pave,7,3.5,585.0,527.0,2453.0,18.81823160592884,AllPub,268.0,1984,2003,2007,178000.0,12.089538829274222
1647,527302060,725.0,6.586171654854675,754.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,404.0,321.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,NA,TA,1,CBlock,2,Typ,484.0,2,TA,RFn,TA,Attchd,1479.0,7.2991214627108,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12090.0,15.600157078738874,Inside,Reg,0.0,060,RL,306.0,BrkFace,NA,0.0,3,NWAmes,72.0,7,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.5,725.0,239.0,2204.0,18.31376005333743,AllPub,167.0,1981,2003,2007,176000.0,12.078239274020289
1648,527302090,1664.0,7.416979621381154,0.0,0.0,NA,3,1Fam,TA,No,1,0,Gd,201.0,1328.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,TA,1,CBlock,2,Typ,663.0,2,TA,Fin,TA,Attchd,1664.0,7.416979621381154,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,12299.0,15.644071562073817,Inside,Reg,0.0,020,RL,67.0,Stone,NA,0.0,9,NWAmes,0.0,6,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,3.0,1529.0,0.0,3193.0,20.107865183502586,AllPub,0.0,1978,1985,2007,213000.0,12.269047444691562
1649,527325090,1085.0,6.98933526597456,845.0,0.0,NA,4,1Fam,TA,No,1,0,Gd,22.0,758.0,0.0,ALQ,Unf,Y,PosA,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,NA,TA,1,CBlock,2,Typ,481.0,2,TA,Fin,TA,Attchd,1930.0,7.5652752818989315,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,11339.0,15.436507162931274,Inside,IR1,0.0,060,RL,549.0,BrkFace,NA,0.0,3,NWAmes,72.0,5,7,Y,0.0,NA,WdShake,Hip,Normal,WD,0.0,Pave,9,3.5,780.0,264.0,2710.0,19.297627096020047,AllPub,192.0,1979,1979,2007,192000.0,12.165250651009918
1650,527325110,1161.0,7.057036981697891,808.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,808.0,0.0,0.0,Unf,Unf,Y,PosA,Norm,SBrkr,0.0,TA,TA,WdShing,Plywood,NA,Gd,1,CBlock,2,Typ,534.0,2,TA,RFn,TA,Attchd,1969.0,7.585281078639126,1,GasA,TA,2Story,1,TA,Lvl,Gtl,11952.0,15.57078486857482,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,11,NWAmes,0.0,6,7,Y,0.0,NA,WdShake,Mansard,Normal,WD,276.0,Pave,8,2.5,808.0,276.0,2777.0,19.416599537196717,AllPub,0.0,1977,1977,2007,190000.0,12.154779351142624
1651,527327050,1118.0,7.0192966537150445,912.0,0.0,NA,4,1Fam,TA,No,0,0,TA,692.0,156.0,0.0,LwQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,TA,1,CBlock,2,Typ,551.0,2,TA,Fin,TA,Attchd,2030.0,7.615791072035833,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,12046.0,15.590824937212018,Inside,IR1,0.0,060,RL,298.0,BrkFace,NA,0.0,6,NWAmes,224.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,2.5,848.0,224.0,2878.0,19.591677923816228,AllPub,0.0,1976,1976,2007,195000.0,12.180754837545884
1652,527328020,1032.0,6.939253946041508,0.0,0.0,NA,3,1Fam,TA,Av,0,1,Gd,427.0,605.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,CBlock,2,Typ,564.0,2,TA,Unf,TA,Attchd,1032.0,6.939253946041508,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,10395.0,15.216363096568001,FR2,IR1,0.0,080,RL,233.0,BrkFace,Shed,500.0,7,NWAmes,0.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.5,1032.0,0.0,2064.0,18.009752268934324,AllPub,0.0,1978,1978,2007,148000.0,11.904967552746252
1653,527328050,1177.0,7.0707241072602764,0.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,372.0,781.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,MnPrv,NA,0,CBlock,2,Typ,495.0,2,TA,Fin,TA,Attchd,1177.0,7.0707241072602764,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,11850.0,15.548878149696707,FR2,Reg,0.0,020,RL,98.0,BrkFace,NA,0.0,8,NWAmes,103.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,1153.0,307.0,2330.0,18.57442933222245,AllPub,204.0,1984,1984,2007,151500.0,11.928340903931561
1654,527353080,1040.0,6.946975992135418,685.0,0.0,NA,3,1Fam,TA,No,0,0,TA,114.0,315.0,110.0,GLQ,Rec,Y,Norm,Norm,SBrkr,216.0,TA,TA,HdBoard,HdBoard,NA,TA,1,CBlock,2,Typ,550.0,2,TA,RFn,TA,Attchd,1725.0,7.45298232946546,1,GasA,TA,SLvl,1,TA,Lvl,Gtl,11584.0,15.490940243228719,Inside,Reg,0.0,060,RL,96.0,BrkFace,NA,0.0,11,NWAmes,88.0,6,7,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,2.5,539.0,304.0,2264.0,18.43933514765645,AllPub,0.0,1979,1979,2007,197000.0,12.190959007720126
1655,527354050,1353.0,7.210079628170788,0.0,0.0,NA,2,1Fam,TA,No,1,0,Gd,356.0,903.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,NA,TA,1,CBlock,2,Typ,478.0,2,TA,RFn,TA,Attchd,1353.0,7.210079628170788,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,10400.0,15.217575742391544,Inside,Reg,0.0,020,RL,253.0,BrkFace,NA,0.0,8,NWAmes,141.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,3.0,1259.0,381.0,2612.0,19.119296638599177,AllPub,240.0,1979,1999,2007,192350.0,12.167071908180441
1656,527356050,780.0,6.659293919683638,840.0,0.0,NA,4,1Fam,TA,No,0,0,TA,0.0,493.0,287.0,Rec,BLQ,Y,RRAn,Norm,SBrkr,0.0,TA,TA,WdShing,HdBoard,GdWo,NA,0,CBlock,2,Min1,462.0,2,TA,Fin,TA,Attchd,1620.0,7.3901814282264295,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,10793.0,15.311286386093066,Inside,Reg,0.0,060,RL,263.0,BrkFace,NA,0.0,4,NWAmes,0.0,5,5,Y,0.0,NA,CompShg,Mansard,Normal,WD,0.0,Pave,7,2.5,780.0,208.0,2400.0,18.71440609779312,AllPub,208.0,1969,1969,2007,152000.0,11.931635799828413
1657,527357020,1220.0,7.106606137727303,0.0,0.0,NA,2,1Fam,TA,Mn,0,1,TA,1012.0,492.0,121.0,ALQ,BLQ,Y,PosN,Norm,SBrkr,249.0,TA,TA,HdBoard,HdBoard,NA,TA,1,CBlock,2,Typ,944.0,2,TA,Unf,TA,Attchd,1220.0,7.106606137727303,0,GasA,TA,1Story,1,TA,Lvl,Gtl,13001.0,15.786813294539899,Inside,IR1,0.0,020,RL,176.0,BrkFace,NA,0.0,9,NWAmes,0.0,5,6,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,2.5,1625.0,249.0,2845.0,19.5350223809432,AllPub,0.0,1971,1971,2007,170000.0,12.043553716032399
1658,527358060,1484.0,7.302496423727326,0.0,0.0,NA,3,1Fam,TA,Av,0,0,Gd,486.0,998.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,TA,1,CBlock,2,Typ,487.0,2,TA,Unf,TA,Attchd,1484.0,7.302496423727326,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,12243.0,15.632371269789829,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,2,NWAmes,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,180.0,Pave,7,2.0,1484.0,404.0,2968.0,19.743594149983405,AllPub,224.0,1971,1971,2007,175000.0,12.072541252905651
