Order,PID,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Mo Sold (box-cox-1.0),Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,TotRms AbvGrd (box-cox-0.0),Total Bath,Total Bath (box-cox-0.5),Total Bsmt SF,Total Porch SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice,SalePrice (box-cox-0.0)
1537,909281110,983.0,890.0,0.0,NA,4,1Fam,2,1,0,0,3,398.0,210.0,0.0,2,1,Y,Norm,Norm,4,207.0,2,2,BrkFace,Stucco,0,4,2,PConc,1,7,786.0,2,3,3,2,Detchd,1873.0,1,GasA,2,2Story,1,2,HLS,1,9670.0,Inside,2,0.0,070,RL,40.0,Stone,NA,0.0,6,5.0,Crawfor,0.0,5,7,2,0.0,0,CompShg,Gable,Alloca,WD,0.0,Pave,9,2.1972245773362196,1.5,0.4494897427831779,608.0,207.0,3,0.0,1935,1950,2008,257076.0,12.45712704000522
1538,909282030,1968.0,1479.0,0.0,NA,4,1Fam,3,2,0,0,3,536.0,192.0,0.0,3,1,Y,Norm,Norm,4,0.0,3,2,Stucco,Stucco,2,4,2,CBlock,3,7,1014.0,3,3,1,3,BuiltIn,3447.0,1,GasA,4,1.5Fin,1,3,Lvl,1,14100.0,Inside,2,0.0,050,RL,632.0,BrkFace,NA,0.0,5,4.0,Crawfor,12.0,8,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,11,2.3978952727983707,3.5,1.7416573867739413,728.0,326.0,3,314.0,1935,1997,2008,381000.0,12.850554654108839
1539,909425010,1137.0,817.0,0.0,NA,3,1Fam,3,1,0,1,3,457.0,341.0,0.0,4,1,Y,Norm,Norm,4,150.0,3,3,VinylSd,VinylSd,0,3,2,CBlock,1,7,431.0,2,3,1,3,Attchd,1954.0,1,GasA,4,1.5Fin,1,3,Lvl,2,15660.0,Corner,2,0.0,050,RL,312.0,BrkFace,NA,0.0,5,4.0,Crawfor,119.0,8,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,2.0,0.8284271247461903,798.0,269.0,3,0.0,1939,2006,2008,311500.0,12.649154617209645
1540,909425085,1218.0,943.0,0.0,NA,3,1Fam,4,1,1,0,3,397.0,435.0,0.0,6,1,Y,Norm,Norm,4,0.0,3,2,VinylSd,VinylSd,0,3,2,CBlock,2,7,506.0,2,3,3,3,Attchd,2161.0,1,GasA,4,1.5Fin,1,3,Bnk,2,12392.0,Inside,3,0.0,050,RL,0.0,None,NA,0.0,4,3.0,Crawfor,96.0,8,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,3.5,1.7416573867739413,832.0,96.0,3,0.0,1950,2000,2008,263400.0,12.481429068291318
1541,909428170,1898.0,0.0,0.0,NA,3,1Fam,3,1,0,0,3,782.0,1116.0,0.0,3,1,Y,Norm,Norm,3,224.0,2,2,BrkFace,MetalSd,3,3,2,PConc,2,7,484.0,2,3,1,3,Attchd,1898.0,1,GasA,4,1Story,1,2,Lvl,2,26073.0,CulDSac,2,0.0,020,RL,0.0,None,NA,0.0,4,3.0,Crawfor,51.0,4,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,1898.0,275.0,3,0.0,1956,1956,2008,236500.0,12.373703486914124
1542,909428190,1640.0,0.0,216.0,NA,3,1Fam,3,1,1,0,3,568.0,728.0,0.0,4,1,Y,PosN,Norm,4,0.0,2,3,HdBoard,HdBoard,0,4,1,CBlock,1,7,924.0,2,3,1,3,Detchd,1640.0,0,GasA,4,1Story,1,3,Low,2,14778.0,CulDSac,2,0.0,020,RL,72.0,BrkFace,NA,0.0,11,10.0,Crawfor,0.0,6,5,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,7,1.9459101490553132,2.0,0.8284271247461903,1296.0,324.0,3,108.0,1954,2006,2008,224000.0,12.319401330837177
1543,909451020,516.0,516.0,0.0,NA,2,TwnhsI,3,1,0,0,4,150.0,366.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,2,MetalSd,MetalSd,4,3,1,CBlock,1,7,462.0,2,3,1,3,Detchd,1032.0,0,GasA,2,2Story,1,2,Lvl,2,1879.0,CulDSac,3,0.0,160,RM,0.0,None,NA,0.0,12,11.0,Blueste,0.0,5,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,1.0,0.0,516.0,213.0,3,213.0,1980,1980,2008,116500.0,11.665646551987892
1544,909451150,716.0,840.0,0.0,NA,3,TwnhsI,3,1,1,0,4,23.0,81.0,612.0,2,6,Y,Norm,Norm,4,0.0,3,2,MetalSd,MetalSd,4,3,1,CBlock,2,7,452.0,2,3,3,3,Attchd,1556.0,1,GasA,2,2Story,1,2,Lvl,2,1950.0,Inside,3,0.0,160,RM,0.0,None,NA,0.0,7,6.0,Blueste,0.0,5,5,2,0.0,0,CompShg,Gable,Normal,COD,0.0,Pave,6,1.791759469228055,3.5,1.7416573867739413,716.0,161.0,3,161.0,1980,1980,2008,151000.0,11.925035115797062
1545,910200080,919.0,0.0,0.0,NA,2,1Fam,3,1,1,0,3,555.0,299.0,40.0,3,6,Y,Norm,Norm,4,116.0,3,2,VinylSd,VinylSd,3,0,0,BrkTil,1,7,195.0,1,3,1,3,Detchd,919.0,0,GasA,2,1Story,1,2,Lvl,2,7000.0,Inside,3,0.0,030,RM,0.0,None,NA,0.0,7,6.0,IDOTRR,0.0,7,5,1,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,2.0,0.8284271247461903,894.0,116.0,3,0.0,1926,1998,2008,126000.0,11.744037185933616
1546,910201130,760.0,330.0,0.0,NA,3,1Fam,3,1,0,0,2,720.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,0,0,CBlock,1,7,240.0,1,3,1,3,Detchd,1090.0,0,GasA,3,1.5Fin,1,2,Lvl,2,6000.0,Inside,3,0.0,050,RM,0.0,None,NA,0.0,7,6.0,IDOTRR,0.0,7,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,1.0,0.0,720.0,0.0,3,0.0,1940,2006,2008,120000.0,11.695247021764184
1547,910202050,796.0,0.0,0.0,NA,2,1Fam,2,1,0,0,3,796.0,0.0,0.0,1,1,N,Norm,Norm,4,100.0,2,2,AsbShng,AsbShng,3,0,0,BrkTil,1,7,0.0,0,0,0,0,NA,796.0,0,GasA,1,1Story,1,2,Lvl,2,3636.0,Inside,3,0.0,030,RM,0.0,None,NA,0.0,1,0.0,IDOTRR,0.0,3,3,0,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,1.0,0.0,796.0,100.0,3,0.0,1922,1950,2008,55000.0,10.915088464214607
1548,910202100,816.0,0.0,0.0,NA,2,1Fam,3,3,0,0,3,278.0,538.0,0.0,5,1,Y,Norm,Norm,4,96.0,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,7,432.0,1,3,1,3,Detchd,816.0,0,GasA,4,1Story,1,2,Lvl,2,5890.0,Corner,3,0.0,030,RM,0.0,None,NA,0.0,6,5.0,IDOTRR,0.0,7,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,1.0,0.0,816.0,96.0,3,0.0,1930,2007,2008,120500.0,11.699405031912846
1549,910203020,778.0,0.0,0.0,NA,2,1Fam,3,1,0,0,3,212.0,403.0,125.0,5,3,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,4,1,CBlock,1,7,924.0,1,5,3,5,Detchd,778.0,0,GasA,4,1Story,1,2,Lvl,2,6900.0,Inside,3,0.0,030,RM,0.0,None,NA,0.0,2,1.0,IDOTRR,25.0,5,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,4,1.3862943611198906,1.0,0.0,740.0,25.0,3,0.0,1940,1955,2008,120500.0,11.699405031912846
1550,910203090,780.0,420.0,0.0,NA,4,1Fam,3,1,0,0,4,780.0,0.0,0.0,1,1,Y,Norm,Norm,3,96.0,2,2,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,7,0.0,0,0,0,0,NA,1200.0,0,GasA,3,1.5Fin,1,2,Lvl,2,8155.0,Inside,3,0.0,050,RM,0.0,None,NA,0.0,7,6.0,IDOTRR,0.0,6,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,1.0,0.0,780.0,96.0,3,0.0,1930,1950,2008,119000.0,11.686878772093667
1551,910205010,1092.0,564.0,0.0,NA,3,1Fam,3,2,0,0,4,367.0,257.0,0.0,3,1,Y,Norm,Norm,4,0.0,2,1,HdBoard,Plywood,3,1,1,CBlock,1,4,288.0,1,3,1,3,Attchd,1656.0,1,GasA,4,SLvl,1,2,Lvl,2,6000.0,Inside,3,0.0,080,RM,0.0,None,NA,0.0,7,6.0,IDOTRR,180.0,4,4,2,0.0,0,CompShg,Hip,Normal,WD,100.0,Pave,7,1.9459101490553132,1.5,0.4494897427831779,624.0,280.0,3,0.0,1967,1967,2008,126000.0,11.744037185933616
1552,910206110,912.0,0.0,0.0,NA,2,1Fam,3,1,0,0,3,520.0,0.0,0.0,1,1,Y,Norm,Norm,3,0.0,2,2,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,7,360.0,1,3,2,3,Detchd,912.0,0,GasA,2,1Story,1,2,Lvl,2,7392.0,Inside,3,0.0,030,RM,0.0,None,NA,0.0,5,4.0,IDOTRR,90.0,6,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,1.0,0.0,520.0,90.0,3,0.0,1930,1995,2008,99500.0,11.507912923146684
1553,910226040,1151.0,804.0,0.0,NA,4,1Fam,3,1,0,0,3,821.0,330.0,0.0,5,1,Y,Norm,Norm,3,0.0,2,2,WdShing,WdShing,0,0,0,CBlock,2,7,356.0,1,3,3,3,Attchd,1955.0,0,GasA,3,1.5Fin,1,2,Lvl,2,9000.0,Inside,3,0.0,050,RM,162.0,BrkFace,NA,0.0,1,0.0,IDOTRR,0.0,4,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.0,0.8284271247461903,1151.0,0.0,3,0.0,1958,1958,2008,165500.0,12.016726473799254
1554,910251050,733.0,0.0,0.0,NA,2,1Fam,0,0,0,0,0,0.0,0.0,0.0,0,0,N,Norm,Norm,3,0.0,0,1,AsbShng,VinylSd,0,0,0,Slab,1,0,487.0,2,1,1,2,Attchd,733.0,0,Wall,0,1Story,1,1,Low,1,14584.0,Inside,3,0.0,020,A,0.0,None,NA,0.0,2,1.0,IDOTRR,0.0,4,0,0,0.0,0,CompShg,Gable,Abnorml,WD,0.0,Pave,4,1.3862943611198906,1.0,0.0,0.0,0.0,3,0.0,1952,1952,2008,13100.0,9.480367509189243
1555,911102090,825.0,536.0,0.0,NA,2,1Fam,2,1,0,0,1,173.0,0.0,0.0,1,1,N,Feedr,Norm,4,0.0,2,2,Wd Sdng,Wd Sdng,0,0,0,Stone,1,7,185.0,1,3,1,2,Detchd,1361.0,0,GasA,4,2Story,1,2,Lvl,2,5280.0,Corner,3,0.0,070,C,0.0,None,NA,0.0,7,6.0,IDOTRR,123.0,6,3,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,1.0,0.0,173.0,123.0,3,0.0,1895,1950,2008,89000.0,11.396391648714276
1556,911102170,649.0,668.0,0.0,Pave,3,1Fam,3,1,0,0,3,649.0,0.0,0.0,1,1,N,Feedr,Norm,4,172.0,1,2,BrkFace,BrkFace,3,0,0,BrkTil,1,7,250.0,1,2,1,3,Detchd,1317.0,0,GasA,2,2Story,1,2,Lvl,2,8500.0,Inside,3,0.0,070,C,0.0,None,NA,0.0,7,6.0,IDOTRR,54.0,3,3,0,0.0,0,CompShg,Gambrel,Normal,WD,0.0,Pave,6,1.791759469228055,1.0,0.0,649.0,226.0,3,0.0,1920,1950,2008,40000.0,10.596634733096073
1557,911102180,671.0,378.0,0.0,NA,2,1Fam,3,1,0,0,1,356.0,0.0,0.0,1,1,N,Feedr,Norm,3,0.0,2,2,Plywood,Plywood,0,0,0,PConc,1,7,195.0,1,2,1,1,Detchd,1049.0,0,GasA,2,1.5Fin,1,2,Lvl,2,5150.0,Corner,3,0.0,050,C,0.0,None,NA,0.0,5,4.0,IDOTRR,0.0,6,3,0,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,1.0,0.0,356.0,0.0,3,0.0,1910,2000,2008,80900.0,11.300969103046583
1558,911226010,894.0,0.0,0.0,NA,2,1Fam,3,1,0,0,3,894.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,1,MetalSd,MetalSd,0,0,0,CBlock,1,7,1248.0,3,3,2,3,Detchd,894.0,0,GasA,2,1Story,1,2,Low,2,18000.0,Inside,3,0.0,030,C,0.0,None,Shed,560.0,8,7.0,IDOTRR,20.0,3,2,2,0.0,0,CompShg,Gable,Normal,ConLD,0.0,Grvl,6,1.791759469228055,1.0,0.0,894.0,20.0,3,0.0,1935,1950,2008,81000.0,11.302204433654575
1559,911226030,432.0,432.0,0.0,NA,3,1Fam,2,2,0,0,2,592.0,0.0,0.0,1,1,Y,Norm,Norm,4,160.0,2,2,MetalSd,MetalSd,0,0,0,Stone,1,5,216.0,1,2,1,2,Detchd,864.0,1,GasA,4,2Story,1,1,Bnk,2,9000.0,Inside,3,0.0,070,C,0.0,None,NA,0.0,6,5.0,IDOTRR,30.0,5,3,0,0.0,0,CompShg,Gable,Normal,WD,0.0,Grvl,5,1.6094379124341003,1.5,0.4494897427831779,592.0,190.0,3,0.0,1920,1950,2008,65000.0,11.082142548877775
1560,911370410,1652.0,0.0,153.0,NA,2,TwnhsE,3,4,1,1,5,120.0,1480.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,4,CemntBd,CemntBd,0,4,1,PConc,2,7,482.0,2,3,3,3,Attchd,1652.0,0,GasA,4,1Story,1,3,HLS,1,5587.0,Inside,2,0.0,120,RM,186.0,Stone,NA,0.0,11,10.0,Crawfor,53.0,4,7,2,0.0,0,CompShg,Hip,Partial,New,0.0,Pave,5,1.6094379124341003,3.5,1.7416573867739413,1600.0,368.0,3,162.0,2008,2008,2008,392500.0,12.8802918162046
1561,911370490,1648.0,0.0,153.0,NA,2,TwnhsE,3,4,1,1,5,120.0,1476.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,4,CemntBd,CemntBd,0,4,1,PConc,2,7,525.0,2,3,3,3,Attchd,1648.0,0,GasA,4,1Story,1,4,HLS,1,3843.0,Inside,2,0.0,120,RM,186.0,Stone,NA,0.0,8,7.0,Crawfor,53.0,4,7,2,0.0,0,CompShg,Hip,Partial,New,0.0,Pave,5,1.6094379124341003,3.5,1.7416573867739413,1596.0,368.0,3,162.0,2007,2008,2008,294464.0,12.592912033515141
1562,911370520,1646.0,0.0,0.0,NA,2,TwnhsE,3,4,1,1,5,120.0,1474.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,CemntBd,CemntBd,0,4,1,PConc,2,7,482.0,2,3,3,3,Attchd,1646.0,0,GasA,4,1Story,1,4,HLS,1,3811.0,Inside,2,0.0,120,RM,174.0,Stone,NA,0.0,7,6.0,Crawfor,53.0,4,6,2,0.0,0,CompShg,Hip,Normal,WD,155.0,Pave,5,1.6094379124341003,3.5,1.7416573867739413,1594.0,336.0,3,128.0,2004,2005,2008,250000.0,12.429216196844383
1563,911370540,1646.0,0.0,0.0,NA,2,TwnhsE,3,4,1,1,5,221.0,1373.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,CemntBd,CemntBd,0,4,1,PConc,2,7,482.0,2,3,3,3,Attchd,1646.0,0,GasA,4,1Story,1,3,HLS,1,3842.0,Inside,2,0.0,120,RM,174.0,Stone,NA,0.0,1,0.0,Crawfor,53.0,4,7,2,0.0,0,CompShg,Hip,Normal,WD,155.0,Pave,5,1.6094379124341003,3.5,1.7416573867739413,1594.0,336.0,3,128.0,2004,2005,2008,275000.0,12.524526376648708
1564,914453045,2032.0,0.0,0.0,NA,3,1Fam,3,2,1,0,5,1140.0,700.0,0.0,6,1,Y,Norm,Norm,4,192.0,2,3,MetalSd,MetalSd,0,0,0,PConc,3,7,786.0,3,3,3,3,Attchd,2032.0,0,GasA,4,1Story,1,3,Lvl,2,23730.0,Inside,1,0.0,020,RL,668.0,BrkFace,NA,0.0,9,8.0,Mitchel,46.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,4.0,2.0,1840.0,238.0,3,0.0,1996,1997,2008,300000.0,12.611537753638338
1565,914465060,1689.0,0.0,0.0,NA,3,1Fam,3,1,1,0,4,350.0,1218.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,CemntBd,CemntBd,0,4,2,PConc,2,7,857.0,3,3,2,3,Attchd,1689.0,0,GasA,4,1Story,1,3,Lvl,2,13265.0,CulDSac,2,0.0,020,RL,148.0,BrkFace,NA,0.0,7,6.0,Mitchel,59.0,4,7,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,1568.0,209.0,3,150.0,2002,2002,2008,271000.0,12.509874099861838
1566,914467050,910.0,910.0,0.0,NA,3,1Fam,3,2,0,0,4,910.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,3,1,PConc,2,7,816.0,3,3,1,3,Attchd,1820.0,1,GasA,4,2Story,1,3,Lvl,2,11050.0,Inside,3,0.0,060,RL,0.0,None,NA,0.0,9,8.0,Mitchel,32.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,2.5,1.1622776601683795,910.0,350.0,3,318.0,1996,1997,2008,213000.0,12.269047444691562
1567,914475020,1118.0,0.0,0.0,NA,3,1Fam,3,3,1,0,3,574.0,522.0,0.0,5,1,Y,Norm,Norm,4,0.0,2,2,Plywood,Plywood,4,1,1,CBlock,1,7,358.0,1,3,3,3,Attchd,1118.0,0,GasA,2,SLvl,1,2,Lvl,2,9880.0,Inside,3,0.0,080,RL,0.0,None,NA,0.0,7,6.0,Mitchel,0.0,5,5,2,576.0,3,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1096.0,203.0,3,203.0,1977,1977,2008,171000.0,12.049418835484797
1568,914476010,1279.0,0.0,0.0,NA,3,1Fam,3,1,0,1,3,276.0,641.0,279.0,5,2,Y,Norm,Norm,4,0.0,2,2,Plywood,Plywood,3,2,2,CBlock,2,7,473.0,2,3,1,3,Detchd,1279.0,0,GasA,2,1Story,1,2,Lvl,2,10125.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,2,1.0,Mitchel,83.0,5,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,1196.0,321.0,3,238.0,1977,1977,2008,171500.0,12.052338545588132
1569,914476080,936.0,936.0,0.0,NA,4,Duplx,0,0,0,0,0,0.0,0.0,0.0,0,0,Y,Norm,Norm,4,0.0,2,2,Plywood,Plywood,0,0,0,CBlock,2,7,484.0,2,3,1,3,Attchd,1872.0,2,GasA,2,2Story,2,2,Lvl,2,10260.0,Inside,3,0.0,090,RL,0.0,None,NA,0.0,11,10.0,Mitchel,0.0,3,4,2,0.0,0,CompShg,Gable,Abnorml,WD,0.0,Pave,8,2.0794415416798357,3.0,1.4641016151377544,0.0,0.0,3,0.0,1976,1976,2008,100000.0,11.512925464970229
1570,914476450,1689.0,0.0,0.0,NA,3,1Fam,3,1,1,0,4,297.0,1383.0,0.0,5,1,Y,Norm,Norm,4,0.0,2,2,HdBoard,HdBoard,0,3,1,PConc,2,7,432.0,2,3,1,3,Attchd,1689.0,0,GasA,3,1Story,1,2,Lvl,2,9990.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,7,6.0,Mitchel,120.0,4,3,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,3.0,1.4641016151377544,1680.0,548.0,3,428.0,1991,1991,2008,228500.0,12.339291489316397
1571,916125425,1619.0,167.0,0.0,NA,3,2FmCon,3,4,2,0,3,103.0,1249.0,147.0,5,4,Y,Norm,Norm,4,0.0,2,2,Plywood,Plywood,0,4,2,CBlock,2,7,529.0,2,3,3,3,Attchd,1786.0,0,GasA,4,1.5Fin,1,2,HLS,0,164660.0,Corner,2,0.0,190,RL,0.0,None,Shed,700.0,8,7.0,Timber,0.0,5,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Grvl,7,1.9459101490553132,4.0,2.0,1499.0,670.0,3,670.0,1965,1965,2008,228950.0,12.341258918085241
1572,916226030,1501.0,0.0,0.0,NA,2,TwnhsE,3,3,1,0,4,384.0,893.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,CBlock,2,7,512.0,2,3,3,3,Attchd,1501.0,0,GasA,3,1Story,1,3,Lvl,2,4084.0,Inside,2,0.0,120,RL,340.0,BrkFace,NA,0.0,7,6.0,Timber,0.0,5,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,3.0,1.4641016151377544,1277.0,240.0,3,240.0,1986,1986,2008,241500.0,12.394624752074764
1573,916325080,2898.0,0.0,0.0,NA,2,1Fam,3,3,1,0,4,0.0,1165.0,400.0,5,2,Y,Norm,Norm,4,174.0,2,3,Stone,HdBoard,0,4,1,CBlock,2,7,665.0,2,3,3,3,Attchd,2898.0,0,GasA,2,1Story,1,3,Lvl,2,15498.0,Corner,2,0.0,020,RL,0.0,None,NA,0.0,5,4.0,Timber,72.0,5,7,2,0.0,0,WdShake,Hip,Abnorml,COD,0.0,Pave,10,2.302585092994046,3.0,1.4641016151377544,1565.0,246.0,3,0.0,1976,1976,2008,287000.0,12.567237494741757
1574,916380060,1537.0,0.0,0.0,NA,3,1Fam,3,4,1,0,5,482.0,1036.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,788.0,3,3,3,3,Attchd,1537.0,0,GasA,4,1Story,1,3,HLS,2,11563.0,Inside,2,0.0,020,RL,258.0,Stone,NA,0.0,4,3.0,Timber,26.0,4,7,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,8,2.0794415416798357,3.0,1.4641016151377544,1518.0,26.0,3,0.0,2006,2007,2008,294000.0,12.591335046320818
1575,916382120,1646.0,0.0,0.0,NA,3,1Fam,3,4,1,0,4,125.0,1513.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,800.0,3,3,2,3,Attchd,1646.0,0,GasA,4,1Story,1,3,HLS,2,9520.0,Inside,2,0.0,020,RL,338.0,Stone,NA,0.0,4,3.0,Timber,44.0,4,7,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,1638.0,236.0,3,192.0,2007,2008,2008,293077.0,12.588190652108505
1576,916384100,920.0,860.0,0.0,NA,3,1Fam,3,3,1,0,4,150.0,770.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,612.0,2,3,3,3,Attchd,1780.0,1,GasA,4,2Story,1,3,HLS,2,12852.0,Corner,2,0.0,060,RL,0.0,None,NA,0.0,1,0.0,Timber,192.0,4,7,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,6,1.791759469228055,3.5,1.7416573867739413,920.0,192.0,3,0.0,2007,2007,2008,264966.0,12.487356794850175
1577,916386040,712.0,730.0,0.0,NA,3,1Fam,3,1,0,0,4,352.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,0,0,PConc,2,7,400.0,2,3,3,3,BuiltIn,1442.0,1,GasA,3,SLvl,1,2,Lvl,2,9802.0,Inside,3,0.0,080,RL,0.0,None,NA,0.0,4,3.0,Timber,0.0,4,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,352.0,100.0,3,100.0,2006,2007,2008,172500.0,12.058152515453552
1579,916386180,796.0,816.0,0.0,NA,3,1Fam,3,3,0,0,4,796.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,666.0,3,3,3,3,Attchd,1612.0,1,GasA,4,2Story,1,3,HLS,2,12018.0,Corner,2,0.0,060,RL,60.0,Stone,NA,0.0,10,9.0,Timber,64.0,4,6,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,796.0,64.0,3,0.0,2008,2008,2008,218689.0,12.295405908189121
1580,916402015,1495.0,0.0,0.0,NA,3,1Fam,3,1,0,0,4,1495.0,0.0,0.0,1,1,Y,Norm,Norm,4,192.0,2,2,Wd Sdng,Wd Sdng,0,3,1,CBlock,2,7,438.0,2,3,1,3,Attchd,1495.0,0,GasA,4,1Story,1,2,Lvl,2,12890.0,Inside,2,0.0,020,RL,128.0,BrkFace,NA,0.0,7,6.0,Timber,0.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,2.0,0.8284271247461903,1495.0,444.0,3,252.0,1989,1989,2008,150000.0,11.918390573078392
1581,916402115,1651.0,0.0,0.0,NA,3,1Fam,2,1,1,0,4,0.0,1398.0,208.0,5,2,Y,Norm,Norm,4,0.0,2,2,VinylSd,Plywood,0,3,1,CBlock,2,5,616.0,2,3,3,3,Attchd,1651.0,0,GasA,2,1Story,1,2,Lvl,2,12416.0,Inside,2,0.0,020,RL,132.0,Stone,NA,0.0,11,10.0,Timber,0.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,1606.0,192.0,3,192.0,1986,1986,2008,184000.0,12.122691036591123
1582,916402215,1256.0,0.0,0.0,NA,3,1Fam,4,3,0,0,4,276.0,920.0,60.0,6,3,Y,Norm,Norm,4,0.0,3,3,Plywood,HdBoard,0,2,1,CBlock,2,7,578.0,2,3,1,3,Attchd,1256.0,0,GasA,4,1Story,1,3,Lvl,2,18265.0,Corner,3,0.0,020,RL,228.0,BrkFace,NA,0.0,3,2.0,Timber,0.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1256.0,282.0,3,282.0,1986,1986,2008,180000.0,12.100712129872347
